"SAM","Chlorophyll_water","Tolerance_salt"
"SAM001",18.9499999999999,0.0223033971751965
"SAM002",19.7249999999999,-0.0586959073427317
"SAM003",12.9749999999999,-0.287837688271041
"SAM004",18.2999999999999,0.265603197007702
"SAM005",15.3999999999999,-0.369422536680003
"SAM006",16.1999999999999,-0.927286315470232
"SAM007",18.8499999999999,0.122347274753296
"SAM008",15.0249999999999,-0.324297971130786
"SAM009",14.6249999999999,-0.1124813713503
"SAM010",17.5749999999999,-0.0986013717479337
"SAM011",17.4249999999999,0.299038630104806
"SAM012",13.8499999999999,0.0402421681772308
"SAM013",10.3749999999999,NA
"SAM014",10.8999999999999,0.230824396532085
"SAM015",11.6999999999999,0.24766752196104
"SAM016",13.0999999999999,-0.130107139346144
"SAM017",11.9999999999999,-0.505089173263401
"SAM018",14.8749999999999,0.0800323443911254
"SAM020",18.3249999999999,0.036058298344557
"SAM021",14.8499999999999,0.394586557519125
"SAM022",16.2499999999999,-0.238734593047442
"SAM023",15.5249999999999,-0.214907690672184
"SAM024",17.2999999999999,NA
"SAM025",14.4499999999999,0.152363722841973
"SAM026",18.8249999999999,0.0652157217359324
"SAM027",12.9049999999999,0.279305137370203
"SAM029",17.8999999999999,-0.237506182673427
"SAM030",15.7749999999999,-0.0955229820665759
"SAM031",18.4749999999999,-0.132140562178187
"SAM032",15.8499999999999,0.124312464352614
"SAM033",11.8303208962577,0.150659347681841
"SAM034",17.3303208962577,-0.283746741513714
"SAM035",14.8999999999999,-0.400407671861496
"SAM036",13.9499999999999,-0.425826985231683
"SAM037",13.0749999999999,NA
"SAM038",19.8349924139929,-0.294981783890124
"SAM039",14.7749999999999,0.412909605203996
"SAM040",16.0749999999999,0.217751933961209
"SAM041",16.0749999999999,0.213532448271655
"SAM043",16.4749999999999,-0.134039205708294
"SAM045",15.4999999999999,0.279951557943297
"SAM047",16.4999999999999,0.374218619676303
"SAM048",19.8249999999999,0.0712121395531699
"SAM049",18.2499999999999,-0.0634437725115999
"SAM050",16.2999999999999,0.373138991063386
"SAM052",15.275,0.0643217164349244
"SAM053",16.7249999999999,0.0011582667140911
"SAM054",16.3749999999999,0.0644641354545044
"SAM055",15.3499999999999,0.0920470208891184
"SAM056",15.0249999999999,0.21375014563466
"SAM057",13.6249999999999,-0.208244922572809
"SAM058",13.4969875629243,-0.256796631698315
"SAM059",22.5249999999999,-0.21711303153679
"SAM060",20.8249999999999,0.143920194330771
"SAM061",16.1749999999999,0.0724882633004908
"SAM062",10.2499999999999,0.338583624539414
"SAM063",12.9249999999999,NA
"SAM065",21.1249999999999,-0.269983568483172
"SAM066",15.5499999999999,0.0252403525547225
"SAM067",14.225,NA
"SAM069",11.9499999999999,0.140641309568617
"SAM070",9.92499999999988,0.284728349658126
"SAM072",13.2499999999999,0.45077043764857
"SAM073",14.2499999999999,-0.128055547559881
"SAM074",16.1249999999999,-0.0192370243981396
"SAM076",15.2853039097492,0.36206834824766
"SAM077",16.6999999999999,0.0834565501689683
"SAM078",13.8349924139928,0.148577449587661
"SAM081",17.1499999999999,-0.206871960258739
"SAM082",14.6016590806596,0.00118871082166178
"SAM083",25.2499999999999,0.340746388261843
"SAM090",15.4499999999999,0.471185652076103
"SAM091",12.7249999999999,0.147992185714673
"SAM092",14.0749999999999,-0.275021606710025
"SAM095",14.2749999999999,-0.215712515619442
"SAM096",16.3999999999999,-0.448463874884035
"SAM097",12.7749999999999,-0.569601691792276
"SAM098",14.9499999999999,NA
"SAM099",13.2519705764158,0.0458051720429483
"SAM100",11.2749999999999,0.175293616881916
"SAM101",13.4499999999999,0.114611172742442
"SAM102",17.6186372430825,-0.298759894916398
"SAM103",13.8749999999999,0.318773436314698
"SAM104",15.3749999999999,0.227235120825388
"SAM105",17.4749999999999,0.138067127875709
"SAM106",18.5969875629244,0.0800187618325183
"SAM107",16.7499999999999,0.313670807995175
"SAM108",21.0303208962578,-0.350567494536265
"SAM109",13.5249999999999,-0.131923896474656
"SAM110",12.9749999999999,-0.126765704976721
"SAM111",18.7969875629244,-0.681326400578451
"SAM112",15.15,0.0458184575042783
"SAM113",8.86365422959095,NA
"SAM114",17.85,0.0304463096321382
"SAM115",16.2249999999999,0.00373374010143007
"SAM116",13.1499999999999,-0.0346578518973512
"SAM117",22.6499999999999,-0.0901775499991528
"SAM118",16.0749999999998,NA
"SAM119",14.7749999999999,-0.596270591800436
"SAM121",14.2499999999999,0.511231920051962
"SAM122",14.4499999999999,-0.189263057150475
"SAM126",12.4249999999999,0.264677224456145
"SAM129",14.6499999999999,0.395188904321666
"SAM130",13.4249999999999,0.437406656600413
"SAM131",13.0249999999999,0.0145289456111378
"SAM132",18.0249999999999,-0.32162685225848
"SAM133",18.3999999999999,0.0486846064813525
"SAM134",13.2749999999999,0.0576326076134611
"SAM135",13.5499999999999,0.340547306348551
"SAM137",15.2749999999999,-0.015270807124958
"SAM138",16.4999999999999,NA
"SAM139",15.0499999999999,0.292406867478912
"SAM140",20.1249999999999,-0.420438269223137
"SAM141",17.0499999999999,0.0736390382398864
"SAM142",13.0249999999998,NA
"SAM143",11.1999999999999,-0.258690744767152
"SAM144",16.5499999999999,0.0601667218238823
"SAM145",13.6749999999999,0.0477519996361474
"SAM146",16.6999999999999,0.179773001315509
"SAM147",12.8499999999999,0.115976176819195
"SAM148",10.663654229591,NA
"SAM149",16.2499999999999,-0.48881987309457
"SAM150",12.9999999999999,0.072261129404103
"SAM151",16.0249999999999,0.10779952387853
"SAM152",15.9249999999999,0.0428313952507281
"SAM153",13.1853039097492,-0.0219060961354013
"SAM154",11.6999999999999,0.051085510991216
"SAM155",14.0999999999999,0.390665242994799
"SAM156",14.3303208962577,0.535969366656562
"SAM157",17.0999999999999,-0.216101100797645
"SAM158",9.99999999999991,0.126369416046956
"SAM159",13.1999999999999,0.884866663953377
"SAM160",15.9749999999999,0.23840896737995
"SAM161",13.1749999999999,-0.128962006941314
"SAM162",14.8749999999999,-0.54649910569866
"SAM163",15.9499999999999,-0.0798156382827585
"SAM164",15.9749999999999,-0.198235235208675
"SAM165",12.5249999999999,0.264654592314158
"SAM166",15.3499999999999,0.0424679268033689
"SAM167",15.6249999999999,-0.0149551947541849
"SAM168",13.9969875629244,-0.0888882513901303
"SAM169",14.0749999999999,0.323956532698181
"SAM170",14.2999999999999,0.187651171190718
"SAM171",15.3999999999999,0.285604089870969
"SAM172",15.1499999999999,0.417775583549628
"SAM173",16.2249999999999,0.291690971448268
"SAM174",13.7249999999999,-0.000741801037822482
"SAM176",22.8749999999999,-0.082668100753145
"SAM177",13.5499999999999,0.283360960860708
"SAM178",13.6999999999999,0.00950811781828603
"SAM179",15.5749999999999,0.162955363208617
"SAM180",16.4249999999999,-0.758746032293051
"SAM181",15.3999999999999,-0.140137434970444
"SAM182",12.4499999999999,-0.255459280368003
"SAM183",14.525,-0.0630270178996626
"SAM184",17.8499999999999,0.110709001481978
"SAM185",17.7499999999999,-0.010474851392712
"SAM186",14.6249999999999,-0.0160379626726712
"SAM188",15.2479699653759,0.188782685832949
"SAM189",14.2249999999999,-0.0247502036558743
"SAM190",14.1749999999999,0.172637761371341
"SAM191",11.4249999999999,0.250644064873677
"SAM192",13.7249999999999,-0.062993132436655
"SAM193",14.3303208962577,0.109718486769629
"SAM194",11.7303208962577,0.154821783229404
"SAM195",16.2999999999999,-0.834066654903169
"SAM196",11.925,-0.329513169119552
"SAM199",11.65,0.114624991563602
"SAM200",14.0249999999999,0.0118548998811096
"SAM201",12.6249999999999,NA
"SAM203",12.9749999999999,0.236499937390777
"SAM204",10.9249999999999,-0.119329588598025
"SAM205",14.6499999999999,-0.243113914797091
"SAM206",12.3749999999999,0.357809711756944
"SAM207",14.1749999999999,0.0581476034808067
"SAM208",13.763654229591,-0.273170621067811
"SAM209",11.575,0.512497258472039
"SAM210",12.2749999999999,0.104894096248901
"SAM211",16.0249999999999,-0.292707417135832
"SAM212",15.4249999999999,0.234592578267466
"SAM213",14.9999999999999,-0.570498629070355
"SAM214",12.93,0.0577348751516434
"SAM215",10.3749999999999,-0.33250840055474
"SAM216",14.2249999999999,0.28224777629258
"SAM217",11.5249999999999,0.169849733922844
"SAM219",13.4749999999999,0.271113028721775
"SAM222",15.0249999999999,-0.27988306889935
"SAM223",18.4999999999999,0.233085017717176
"SAM225",12.7249999999999,0.318136249098824
"SAM226",12.6249999999999,-0.200038214084465
"SAM227",11.9749999999999,-0.274758564665079
"SAM228",16.2499999999999,0.254836126443091
"SAM230",11.65,-0.0746838894229991
"SAM231",14.9499999999999,-0.128102349665224
"SAM232",15.9249999999999,-0.0315475352538803
"SAM233",17.3749999999999,0.171554226447812
"SAM235",11.9749999999999,0.209591363422935
"SAM236",11.9249999999999,0.300837811938545
"SAM237",13.8499999999999,-0.477073037866691
"SAM238",17.6999999999999,-0.345564623827192
"SAM239",14.0499999999999,-0.240416229380781
"SAM240",11.6749999999999,0.297337143474956
"SAM241",20.2999999999999,0.1718135936066
"SAM242",17.0499999999999,0.152828667797364
"SAM243",11.0303208962577,0.493325878427957
"SAM246",15.5749999999999,0.221841206147335
"SAM249",14.369555514387,-0.0232594485651701
"SAM250",17.4249999999999,-0.306331278738015
"SAM251",12.9999999999999,-0.867838119708354
"SAM252",12.5249999999999,0.0598160165763166
"SAM253",11.8299999999999,-0.0266162677091617
"SAM254",16.45,0.205560411532434
"SAM256",16.6999999999999,-0.0476124449672827
"SAM257",26.1499999999999,0.0544910283793402
"SAM258",13.4499999999999,-0.0732885081071211
"SAM259",17.8249999999999,-0.198201541141077
"SAM260",13.9195555143869,-0.655967161615367
"SAM263",16.4999999999999,-0.0394541638332817
"SAM264",14.5999999999999,NA
"SAM266",11.2749999999999,-0.0747289539462727
"SAM267",10.6249999999999,0.367071753553758
"SAM268",18.7499999999999,-0.0984959323837919
"SAM269",16.3499999999999,-0.118912813156167
"SAM270",12.2749999999999,-0.156843884938586
"SAM271",21.4999999999999,-0.186563546540163
"SAM273",10.9999999999999,0.397815288733986
"SAM274",12.9999999999999,-0.0529784753214512
"SAM275",15.8499999999999,-0.241145406501824
"SAM276",11.0249999999999,-0.224552238544323
"SAM278",12.2999999999999,-0.0793500278911562
"SAM279",10.3969875629244,-0.397223243975854
"SAM280",10.7636542295909,NA
"SAM281",18.3999999999999,-0.416275855672776
"SAM282",13.7749999999999,-0.0569642764364668
"SAM283",16.8827161133334,0.142636961522601
"SAM284",NA,NA
"SAM286",13.8999999999999,0.0773687500232858
"SAM287",23.518637243054,0.0392400993967771
"SAM288",13.525,-0.26722371808103
